day	hr	atemp	rh	wind
213	400	13.84	100.3	1.486
213	500	12.96	100.7	1.11
213	600	12.47	102	1.26
213	700	13.47	99.8	1.065
213	800	18.17	87.3	0.706
213	900	21.59	70.5	0.714
213	1000	24.34	60.72	0.698
213	1100	25.35	56.52	1.1
213	1200	26.33	56.51	1.246
213	1300	27.88	55.06	1.708
213	1400	28.84	52.6	1.858
213	1500	29.2	49.69	2.125
213	1600	29.46	50.03	1.954
213	1700	29.65	48.28	1.71
213	1800	30.1	45.43	1.253
213	1900	29.26	41.97	0.955
213	2000	26.11	47.89	0.822
213	2100	23.21	65.35	0.767
213	2200	22.33	71.4	1.056
213	2300	22.01	70.8	0.749
214	0	22.13	67.22	0.892
214	100	20.32	75	0.887
214	200	18.82	81.7	1.122
214	300	18.53	82.3	1.189
214	400	17.51	87.2	1.143
214	500	17.56	84.5	1.434
214	600	17.13	84.3	1.101
214	700	18.63	76.8	0.762
214	800	21.01	71.1	1.104
214	900	21.83	68.97	1.865
214	1000	22.87	69.89	1.663
214	1100	25.03	64.43	1.802
214	1200	26.94	61.17	1.68
214	1300	28.9	59.11	1.963
214	1400	30.48	54.62	2.217
214	1500	28.83	59.12	2.151
214	1600	28.38	64.44	1.607
214	1700	27.49	68.88	1.423
214	1800	27.54	68.55	1.376
214	1900	27.13	69.34	1.7
214	2000	26.83	70.8	2.067
214	2100	26.07	72.1	1.417
214	2200	25.67	72.2	1.159
214	2300	24.98	78.1	1.142
215	0	24.54	81.9	1.089
215	100	24.16	81.8	1.363
215	200	23.59	83	1.495
215	300	22.62	89.6	1.735
215	400	22.05	93.7	1.351
215	500	21.2	96.7	0.848
215	600	20.93	87	0.985
215	700	21.56	74.9	1.693
215	800	22.93	67.09	1.572
215	900	23.99	61.66	1.715
215	1000	25.15	54.79	1.685
215	1100	26.35	49.87	1.781
215	1200	27.29	46.08	1.682
215	1300	28.26	43.18	1.778
215	1400	29.02	40.77	1.711
215	1500	29.56	31.42	2.103
215	1600	29.66	29.03	1.835
215	1700	29.7	32.16	1.922
215	1800	28.87	33.93	2.463
215	1900	27.3	33.51	2.924
215	2000	25.15	37.84	3.346
215	2100	22.91	43.94	1.538
215	2200	20.95	60.74	0.923
215	2300	20.11	69.47	0.856
216	0	18.56	78	0.924
216	100	17.44	79.3	1.152
216	200	16.41	83.4	1.057
216	300	15.7	87.2	0.94
216	400	15.34	86.3	0.732
216	500	14.32	90.9	0.896
216	600	13.04	98.8	1.279
216	700	14.05	94.9	1.063
216	800	18.87	74.1	0.864
216	900	20.68	68.79	1.697
216	1000	22.83	57.75	1.786
216	1100	24.41	47.3	2.094
216	1200	25.05	43.5	2.243
216	1300	26.28	38.92	1.907
216	1400	26.53	43.5	1.985
216	1500	27.44	35.75	1.365
216	1600	27.97	35.33	1.312
216	1700	27.84	38.52	1.365
216	1800	27.76	37.45	1.312
216	1900	26.72	41	1.155
216	2000	23.17	56.42	1.077
216	2100	20.85	68.38	0.751
216	2200	18.75	81.2	0.737
216	2300	17.93	83.4	0.692
217	0	17.53	84.1	0.695
217	100	16.2	90.1	0.796
217	200	15.43	93.3	1.063
217	300	14.32	99.6	1.143
217	400	13.83	101	1.186
217	500	13.64	101.7	1.18
217	600	13.36	101.3	1.05
217	700	13.86	99.1	1.137
217	800	17.45	85.5	0.871
217	900	20.73	73	0.714
217	1000	23.3	64.33	1.096
217	1100	24.71	62.22	1.608
217	1200	26.14	55.62	1.832
217	1300	27.26	51.88	1.997
217	1400	27.73	48.77	2.066
217	1500	28.4	53.41	1.533
217	1600	28.9	51.79	1.569
217	1700	28.67	50.02	1.435
217	1800	29.23	49.54	1.252
217	1900	29.32	48.82	1.038
217	2000	25.72	61.57	0.688
217	2100	23.72	68.94	0.927
217	2200	23.25	70.3	0.691
217	2300	22.2	75.7	0.634
218	0	23.73	63.7	0.728
218	100	23.34	66.22	0.648
218	200	23.31	67.19	0.766
218	300	22.56	71	0.704
218	400	21.38	77.6	0.901
218	500	20.16	82.3	1.061
218	600	19.63	84.9	0.99
218	700	19.79	85.2	0.922
218	800	22.86	74.1	0.801
218	900	24.23	68.1	1.891
218	1000	25.38	66.12	1.824
218	1100	26.43	64.08	2.124
218	1200	27.25	62.55	2.045
218	1300	26.89	66.08	1.603
218	1400	26.56	65.78	1.847
218	1500	26.64	65.12	1.561
218	1600	26.29	64.78	1.485
218	1700	26.76	62.61	1.722
218	1800	26.01	66.17	1.566
218	1900	24.95	70.9	1.446
218	2000	22.51	89.3	1.05
218	2100	20.99	100.9	0.919
218	2200	20.89	101.8	0.678
218	2300	21.05	101.9	0.485
219	0	20.89	102.3	0.757
219	100	20.85	101.1	0.809
219	200	20.85	100.7	0.88
219	300	20.92	100.6	0.867
219	400	20.64	99.9	0.767
219	500	20.07	97.8	0.655
219	600	19.46	102.3	0.668
219	700	20.21	100.3	0.804
219	800	21.46	95.5	0.882
219	900	22.76	92.2	1.28
219	1000	23.73	90.3	1.787
219	1100	24.33	88.4	1.783
219	1200	26.38	78.6	2.327
219	1300	27.33	67.52	2.526
219	1400	29.09	50.31	2.78
219	1500	29.43	44.41	3.129
219	1600	29.54	45.04	3.174
219	1700	29.29	39.94	3.996
219	1800	28.59	40.04	3.822
219	1900	28.05	41.22	3.073
219	2000	26.18	47.8	2.137
219	2100	24.91	53.14	1.536
219	2200	24.38	53.7	1.598
219	2300	22.79	62.13	0.971
220	0	20.23	75.2	0.991
220	100	19.2	78.4	0.733
220	200	18.74	82.9	0.597
220	300	17.26	90.8	1.005
220	400	15.84	96.1	1.539
220	500	15.62	96.4	1.064
220	600	15.52	97.2	0.984
220	700	15.84	97.1	0.849
220	800	16.65	95.2	0.992
220	900	17.8	93	0.807
220	1000	18.05	93.1	0.94
220	1100	18.5	97.5	0.696
220	1200	19.73	92.8	0.843
220	1300	20.73	90	0.948
220	1400	20.54	91.9	0.899
220	1500	21.32	88.9	0.987
220	1600	22.42	84.1	0.85
220	1700	23.87	78.3	1.063
220	1800	25.89	70.6	0.787
220	1900	25.67	68.43	0.862
220	2000	22.2	84.5	0.654
220	2100	19.85	95.7	1.117
220	2200	19.91	95.7	1.14
220	2300	19.99	93.8	0.932
221	0	18.83	98.7	1.051
221	100	18.4	101.4	1.037
221	200	18.89	99.6	0.866
221	300	18.21	102.3	1.017
221	400	18.17	101.9	1.171
221	500	18.08	101.6	0.996
221	600	18.63	101.2	0.83
221	700	18.99	100.8	0.75
221	800	21.14	95.5	0.788
221	900	23.09	88.2	1.048
221	1000	25.01	82.5	2.113
221	1100	26.16	78.4	2.028
221	1200	27.68	73.3	2.02
221	1300	29.06	66.73	2.005
221	1400	30.1	63.2	2.251
221	1500	30.53	58.51	2.662
221	1600	30.89	54.7	2.39
221	1700	31.27	54.31	2.282
221	1800	31.67	53.04	1.84
221	1900	31.04	58.48	1.271
221	2000	29.07	65.15	1.137
221	2100	27.51	71.9	0.663
221	2200	27.26	73.2	0.845
221	2300	28.19	68.23	1.684
222	0	28.51	64.66	2.061
222	100	27.81	65.58	1.849
222	200	27.24	67.52	2.052
222	300	26.69	71.4	1.653
222	400	26.31	72.7	1.608
222	500	26.31	71.5	1.867
222	600	24.65	81.6	2.035
222	700	23.06	95	0.718
222	800	23.81	86.5	1.553
222	900	24.92	83	1.991
222	1000	25.41	81.3	2.477
222	1100	27.26	73.6	2.736
222	1200	28.06	64.58	3.306
222	1300	28.77	60.65	3.509
222	1400	29.18	54.22	3.777
222	1500	28.4	42.24	4.513
222	1600	28.1	40.67	4.733
222	1700	27.31	41.73	4.625
222	1800	26.26	43.3	4.511
222	1900	24.34	46.96	4.787
222	2000	22.16	50.55	4.361
222	2100	20.57	52.79	3.054
222	2200	19.49	56.83	2.803
222	2300	18.66	61.44	2.166
223	0	18.06	62.66	1.759
223	100	16.94	67.84	1.225
223	200	16.73	67.82	1.35
223	300	16.12	68.62	1.334
223	400	13.99	82.7	0.929
223	500	13.11	87.9	0.848
223	600	11.95	93.7	1.142
223	700	12.37	93.1	1.325
223	800	16.21	74.1	1.122
223	900	18.11	61.06	1.546
223	1000	19.34	54.75	1.79
223	1100	20.25	54.99	1.98
223	1200	21.43	53.15	1.824
223	1300	22.42	51.32	1.975
223	1400	22.88	51.48	2.202
223	1500	23.76	47.17	2.129
223	1600	24.07	47.53	2.036
223	1700	24.37	43.65	1.819
223	1800	24.4	42.5	1.153
223	1900	24.16	44.36	0.819
223	2000	20.14	53.03	0.785
223	2100	18.12	62.06	1.215
223	2200	17.37	69.15	1.257
223	2300	14.63	83.7	1.349
224	0	13.94	88	1.346
224	100	12.93	92.3	1.063
224	200	12.38	94.8	1.188
224	300	12.21	96.2	1.264
224	400	12.37	96.7	0.996
224	500	11.97	99.2	1.239
224	600	11.15	100.7	1.332
224	700	11.6	100	1.345
224	800	15.59	88.2	1.079
224	900	19.35	78.4	1.321
224	1000	21.47	68.33	1.696
224	1100	23.2	61.45	1.567
224	1200	24.57	57.36	1.506
224	1300	24.99	56.81	1.639
224	1400	26.02	52.86	2.116
224	1500	26.97	50.91	2.093
224	1600	27.79	48.17	1.98
224	1700	27.37	54.81	1.581
224	1800	25.99	71.8	0.607
224	1900	26.35	63.95	0.54
224	2000	24.99	68.63	0.594
224	2100	23.96	71.4	0.811
224	2200	22.33	77.7	0.575
224	2300	21.47	82.4	0.853
225	0	20.03	87.2	1.048
225	100	19.31	87.4	1.083
225	200	19.24	86.6	1.029
225	300	19.4	86.9	0.746
225	400	20.08	81.4	0.847
225	500	20.11	80.6	0.826
225	600	20.04	82.6	0.95
225	700	20.36	85.1	0.835
225	800	20.95	85.2	0.652
225	900	21.58	85.8	0.941
225	1000	22.92	82.2	1.703
225	1100	24.09	77.5	1.986
225	1200	25.11	71.5	2.089
225	1300	26.55	67.11	2.215
225	1400	26.68	61.97	2.421
225	1500	27.11	56.82	2.55
225	1600	23.01	63.76	3.419
225	1700	22.05	71.1	2.892
225	1800	22.18	69.3	3.167
225	1900	22.1	67.09	2.805
225	2000	20.56	64.22	2.482
225	2100	19.35	63.41	1.935
225	2200	17.82	64.64	1.077
225	2300	16.79	68.73	1.593
226	0	15.76	74.4	0.973
226	100	15.28	76.1	1.06
226	200	14.46	78.9	1.29
226	300	13.86	80.9	1.558
226	400	13.12	84.9	0.791
226	500	11.96	89.8	1.113
226	600	10.59	96.9	1.184
226	700	10.83	96.5	1.314
226	800	15.1	81.8	1.033
226	900	17.81	73.6	1.249
226	1000	20.09	67.21	1.331
226	1100	21.92	54.84	1.292
226	1200	23.01	48.63	1.604
226	1300	24.01	44.3	1.648
226	1400	25.03	44.73	1.744
226	1500	25.12	43.24	2.205
226	1600	25.26	41.94	2.128
226	1700	25.18	38.34	1.814
226	1800	25.22	36.3	1.585
226	1900	23.97	39.66	1.656
226	2000	21.64	47.21	1.14
226	2100	19.48	55.69	0.941
226	2200	18.52	60.24	0.792
226	2300	16.29	74.7	1.074
227	0	15.1	82	1.225
227	100	13.57	89.2	1.436
227	200	12.77	91.6	1.268
227	300	12.28	91.8	1.266
227	400	11.53	94.2	1.412
227	500	11.33	94.1	1.364
227	600	10.55	96.9	1.309
227	700	11.49	92.4	1.269
227	800	14.31	79.9	1.023
227	900	17.87	69.16	0.79
227	1000	19.73	62.53	1.666
227	1100	21.5	61.41	1.751
227	1200	23.32	57.58	1.995
227	1300	24.97	50.67	2.3
227	1400	26.42	41.65	2.303
227	1500	27.28	38.74	2.147
227	1600	27.57	35.83	2.111
227	1700	27.33	35.75	1.825
227	1800	27.28	32.65	1.44
227	1900	26.19	35.95	1.063
227	2000	23.61	42.05	0.741
227	2100	21.11	53.55	0.898
227	2200	19.33	61.11	0.566
227	2300	18.07	64.86	0.644
228	0	17.35	67.58	0.883
228	100	16.84	70.5	0.925
228	200	16.63	69.86	0.9
228	300	16.2	71.5	1.183
228	400	14.65	79.2	1.407
228	500	13.93	82.3	1.189
228	600	13.16	84.2	1.06
228	700	13.04	87.8	1.24
228	800	16.97	73.6	0.854
228	900	20.03	64.55	0.879
228	1000	21.34	61.19	1.484
228	1100	22.41	60.32	1.551
228	1200	24.13	55.77	1.539
228	1300	25.53	52.4	1.437
228	1400	26.79	49.78	1.843
228	1500	26.93	47.03	1.419
228	1600	27.32	46.93	1.544
228	1700	28.15	45.27	1.236
228	1800	27.23	49.93	0.814
228	1900	26.34	54.98	0.53
228	2000	23.63	63.36	0.565
228	2100	22.15	72.1	1.051
228	2200	21.7	76.6	1.054
228	2300	21.46	81.5	0.796
229	0	20.72	88.4	1.791
229	100	19.62	98.9	0.734
229	200	19.28	102.1	0.75
229	300	18.69	101	0.787
229	400	18.03	101.8	0.642
229	500	17.78	102.1	0.709
229	600	17.75	102.8	0.891
229	700	18	102.9	0.933
229	800	18.53	102.1	0.786
229	900	18.81	101.7	0.669
229	1000	19.26	98.4	1.097
229	1100	19.17	100.1	1.225
229	1200	19.8	99.8	0.933
229	1300	21.82	94.2	0.872
229	1400	21.49	97.2	1.502
229	1500	21.57	99.4	0.62
229	1600	23.13	94.2	0.834
229	1700	23.74	92.3	1.723
229	1800	22.32	97.1	1.013
229	1900	19.16	99	1.381
229	2000	19.16	100.5	0.806
229	2100	18.06	100.3	0.759
229	2200	17	102.3	0.903
229	2300	17	103.1	0.738
230	0	17.25	103.7	1.031
230	100	17.55	103.1	0.949
230	200	17.85	99.6	0.758
230	300	17.46	101.6	0.668
230	400	17.72	101.2	0.72
230	500	17.69	100.9	0.472
230	600	18.02	99.9	1.276
230	700	18.38	99.6	1.551
230	800	18.8	98.8	1.484
230	900	19.2	97.3	1.457
230	1000	20.44	93.4	1.752
230	1100	20.79	91.9	1.986
230	1200	21.85	86.8	2.608
230	1300	22.12	84.5	2.68
230	1400	22.84	81.8	2.33
230	1500	23.32	76.5	3.489
230	1600	23.55	73.1	2.752
230	1700	23.6	72.4	2.574
230	1800	23.47	70.3	2.401
230	1900	23.03	73.8	1.949
230	2000	22.18	75.5	1.938
230	2100	21.76	76.2	1.981
230	2200	20.63	77.5	1.723
230	2300	19.82	80.7	1.32
231	0	18.41	87.1	0.954
231	100	17.79	89.1	0.537
231	200	16.73	95.4	0.57
231	300	16.35	97.6	0.608
231	400	16.55	95.5	0.599
231	500	15.14	100.5	0.935
231	600	14.95	101.9	0.872
231	700	15.66	98	0.767
231	800	17.85	92.6	0.904
231	900	20.11	86.1	1.41
231	1000	21.55	78	1.71
231	1100	22.53	66.35	1.874
231	1200	24.14	58.43	1.987
231	1300	25.41	56.43	1.771
231	1400	26.81	49.52	1.582
231	1500	27.08	45.54	1.783
231	1600	27.65	40.73	1.338
231	1700	26.86	43.55	1.735
231	1800	26.07	44.97	0.813
231	1900	23.99	59.07	1.126
231	2000	20.61	72.6	2.367
231	2100	17.59	89.4	3.144
231	2200	16.93	90.9	3.015
231	2300	15.98	94.1	3.067
232	0	15.69	94.6	3.206
232	100	15.62	95.4	3.214
232	200	15.48	95	3.346
232	300	14.87	95.9	3.132
232	400	14.43	96.9	3.279
232	500	13.97	98.7	3.173
232	600	13.32	102	3.226
232	700	13.13	101.9	3.279
232	800	12.79	102.4	3.394
232	900	13.56	102	2.957
232	1000	13.9	101.7	2.918
232	1100	15.17	96.9	3.173
232	1200	15.86	92.8	3.603
232	1300	16.38	89.1	4.099
232	1400	16.15	90.1	3.783
232	1500	16.05	90.6	3.552
232	1600	16.21	90.3	4.089
232	1700	16.1	92.2	4.023
232	1800	16.13	94.4	3.807
232	1900	16.01	95.3	3.791
232	2000	15.81	96.2	3.42
232	2100	15.83	95.8	3.155
232	2200	15.86	95.3	2.947
232	2300	15.93	95.8	2.853
233	0	15.91	100.4	2.5
233	100	15.97	101.4	2.312
233	200	15.59	103	2.225
233	300	15.63	103.1	1.91
233	400	15.45	103.4	1.834
233	500	15.54	103.2	1.96
233	600	15.74	103.1	1.56
233	700	15.77	102.9	1.817
233	800	15.81	102.5	1.734
233	900	16.14	101.1	1.78
233	1000	16.33	100.7	1.706
233	1100	16.66	99.9	1.704
233	1200	17.97	96.5	1.333
233	1300	18.34	96	1.333
233	1400	19.39	93	1.558
233	1500	20.01	91.2	1.648
233	1600	21.47	85.3	1.751
233	1700	20.68	89.2	1.717
233	1800	21.81	83.2	1.314
233	1900	19.78	89.7	1.461
233	2000	17.26	99.3	1.383
233	2100	16.63	101.2	1.495
233	2200	16.45	101.2	1.115
233	2300	16.44	100.8	0.921
234	0	16.49	100.7	1.198
234	100	16.09	102.1	1.154
234	200	15.99	102.5	0.924
234	300	15.83	103	0.91
234	400	15.73	103.5	0.912
234	500	15.7	103.4	0.727
234	600	15.75	103.1	0.576
234	700	15.9	103.3	0.727
234	800	16.3	102.9	0.75
234	900	17.78	98.6	0.487
234	1000	18.78	94.8	0.732
234	1100	19.76	92.4	0.992
234	1200	21.41	85.8	1.067
234	1300	22.54	83.6	1.871
234	1400	23.81	78.2	2.107
234	1500	25.16	67.12	2.231
234	1600	25.49	65.8	2.217
234	1700	25.81	63.94	1.849
234	1800	25.84	62.56	1.651
234	1900	25.29	63.74	1.068
234	2000	22.01	77.4	0.762
234	2100	20.66	83	0.805
234	2200	19.25	91.3	1.05
234	2300	17.63	99.3	1.324
235	0	16.7	101.5	1.113
235	100	17.15	97.5	1.403
235	200	16.99	94.2	1.084
235	300	16.21	96	1.175
235	400	16.05	94.6	0.748
235	500	15.96	94.4	0.61
235	600	15.59	95.8	0.681
235	700	15.5	96.7	1.093
235	800	18	89.3	0.869
235	900	19.98	79.9	1.239
235	1000	19.87	79.3	1.63
235	1100	20.03	79.4	1.229
235	1200	21.48	77.8	1.634
235	1300	23.27	72.3	1.821
235	1400	22.12	76.3	1.879
235	1500	21.98	76.9	2.337
235	1600	22.28	79	1.856
235	1700	23.69	70.2	1.652
235	1800	23.57	68.91	1.237
235	1900	22.33	70.4	1.49
235	2000	21.67	65.56	2.768
235	2100	20.63	66.82	2.959
235	2200	19.65	62.43	3.612
235	2300	18.12	63.27	3.045
236	0	16.76	66.87	3.097
236	100	16.34	68.42	2.604
236	200	15.67	67.06	2.566
236	300	14.46	73.9	1.566
236	400	12.67	81	0.56
236	500	11.66	85.2	0.962
236	600	9.94	94.9	1.286
236	700	9.59	98.4	1.462
236	800	12.85	86.1	0.973
236	900	15.71	70.6	1.794
236	1000	16.51	63.45	2.263
236	1100	17.21	56.64	2.35
236	1200	17.5	56.04	2.454
236	1300	17.83	54.94	2.035
236	1400	18.52	55.01	1.94
236	1500	18.93	54.16	2.102
236	1600	19.32	51.84	1.957
236	1700	19.07	53.08	1.829
236	1800	18.6	52.26	1.631
236	1900	17.75	55.65	1.373
236	2000	14.9	66.36	0.826
236	2100	12.66	77.8	0.669
236	2200	11.37	83.2	1.098
236	2300	10.12	90	1.293
237	0	9.67	92.1	1.06
237	100	9.46	95	1.097
237	200	8.67	98.6	1.282
237	300	7.68	101.4	1.405
237	400	7.44	101.8	1.406
237	500	7.6	101	1.435
237	600	7.16	101.7	1.35
237	700	7.05	101.5	1.506
237	800	9.9	87	1.158
237	900	14.17	68.74	0.656
237	1000	16.42	60.58	0.888
237	1100	17.23	62.69	1.321
237	1200	19.08	60.28	1.464
237	1300	20.82	52.11	1.511
237	1400	21.6	47.9	1.955
237	1500	22.23	36.79	1.999
237	1600	22.53	40.34	1.954
237	1700	22.96	45.3	1.63
237	1800	23.08	46.55	1.246
237	1900	22.28	48.84	0.778
237	2000	17.18	67.4	1.038
237	2100	15.5	75.5	1.192
237	2200	13.44	88.5	1.322
237	2300	12.74	90.9	1.383
238	0	12.79	86	0.961
238	100	11.83	89.6	1.202
238	200	10.77	96.3	1.326
238	300	10.51	96.9	1.243
238	400	9.77	98.2	1.247
238	500	9.71	97.4	0.997
238	600	9.14	100.1	1.34
238	700	9.55	100.6	1.386
238	800	13.07	89.2	0.834
238	900	17.32	74.8	0.608
238	1000	18.89	69.91	1.001
238	1100	20.43	69.06	1.135
238	1200	20.61	72.5	0.834
238	1300	21.85	71.6	0.62
238	1400	22.22	71.2	1.556
238	1500	22.1	73.6	1.117
238	1600	22.19	74.4	1.119
238	1700	21.01	84.9	0.866
238	1800	19.74	97.5	0.814
238	1900	19.47	100.3	0.733
238	2000	19.57	97.4	0.996
238	2100	19.32	99.2	1.14
238	2200	19.02	102.4	1.095
238	2300	18.54	103.1	1.099
239	0	18.35	103.3	0.732
239	100	18.39	103.3	0.602
239	200	18.44	103.3	0.561
239	300	18.53	103.2	0.319
239	400	18.52	103.2	0.478
239	500	18.39	103.2	0.841
239	600	17.81	103.4	1.236
239	700	17.74	103.3	1.118
239	800	17.62	102.1	1.32
239	900	17.83	98.9	1.991
239	1000	18.59	92.9	2.168
239	1100	19.92	85.3	2.275
239	1200	20.91	78.9	2.009
239	1300	22.08	75.1	1.772
239	1400	22.99	74.3	1.283
239	1500	23.66	70.9	1.716
239	1600	24.16	69.05	1.834
239	1700	24.31	72.3	1.622
239	1800	24.4	72	1.302
239	1900	23.52	73.6	0.972
239	2000	20.88	84.5	0.685
239	2100	19.59	89.6	0.769
239	2200	18.29	95.1	0.623
239	2300	17.57	97.1	0.824
240	0	17.21	96.7	0.909
240	100	16.42	99.6	1.304
240	200	16.11	100.2	1.184
240	300	15.88	100.5	1.131
240	400	15.56	100.9	1.042
240	500	14.93	102.3	0.87
240	600	14.45	103.1	0.875
240	700	14.78	103.2	0.994
240	800	17.3	93.7	0.888
240	900	18.8	88.4	0.664
240	1000	18.83	88	1.098
240	1100	19.34	87.7	1.538
240	1200	19.99	86.4	1.471
240	1300	20.78	85.5	1.321
240	1400	20.51	84	1.36
240	1500	19.45	88.6	1.131
240	1600	19.33	89.4	0.975
240	1700	19.7	88.5	0.891
240	1800	18.79	91.8	1.024
240	1900	17.78	99.3	0.684
240	2000	17.67	98.9	0.776
240	2100	17.28	99.8	0.56
240	2200	16.77	101.1	0.659
240	2300	16.36	101.1	0.62
241	0	15.85	99.9	0.776
241	100	15.77	94.3	0.832
241	200	15.34	89.3	1.951
241	300	14.67	86.8	1.912
241	400	14.27	84.8	2.331
241	500	13.56	83.4	2.593
241	600	12.87	83	2.355
241	700	12.53	82.4	1.925
241	800	13.52	75.2	1.585
241	900	15.03	70.4	1.563
241	1000	16.36	64.5	1.532
241	1100	17.82	59.64	1.179
241	1200	18.51	55.04	1.428
241	1300	19.19	55.49	1.502
241	1400	20.06	53.68	1.906
241	1500	20.15	54.39	2.176
241	1600	19.89	53.1	2.163
241	1700	19.55	51.23	2.268
241	1800	19.34	53.6	2.202
241	1900	18.01	56.61	1.822
241	2000	16.47	62.08	1.714
241	2100	14.9	71	1.094
241	2200	13.2	81.5	0.971
241	2300	12.32	88.9	0.943
242	0	10.77	94.6	1.232
242	100	10.01	96.7	1.424
242	200	9.38	98.3	1.233
242	300	8.67	99.8	1.168
242	400	8.12	100.7	1.285
242	500	7.9	101	1.274
242	600	7.65	101.5	1.302
242	700	7.9	100.3	1.293
242	800	10.21	94.2	0.821
242	900	13.04	83.4	1.072
242	1000	15.21	75.8	1.257
242	1100	16.3	76	1.66
242	1200	18.03	68.33	1.887
242	1300	19.08	63.81	2.006
242	1400	20.32	59.88	2.122
242	1500	20.9	57.91	2.197
242	1600	21.53	56.77	1.823
242	1700	21.58	57.78	1.549
242	1800	21.87	58.93	1.159
242	1900	20.81	61.6	0.952
242	2000	17.86	75.9	0.927
242	2100	16.81	81.2	0.92
242	2200	15.83	85.1	0.568
242	2300	15.08	88.2	0.933
243	0	14.52	90	0.954
243	100	13.58	95.7	1.166
243	200	13.41	97	1.135
243	300	14.47	92	0.964
243	400	13.86	95.3	1.348
243	500	15.73	90.4	0.703
243	600	15.79	94.3	0.765
243	700	15.53	95.7	1.113
243	800	17.03	94.1	0.718
243	900	19.27	88.8	0.929
243	1000	21.54	81.8	0.926
243	1100	24	75.4	1.311
243	1200	26.07	68.72	1.96
243	1300	25.07	74.2	1.671
243	1400	24.35	78	1.116
243	1500	24.59	81.2	1.426
243	1600	22.17	92.5	1.189
243	1700	20.84	101.4	1.291
243	1800	20.17	101.5	0.789
243	1900	19.71	101.3	0.853
243	2000	18.81	101.8	0.577
243	2100	18.56	103	0.635
243	2200	18.72	103.5	0.76
243	2300	18.88	102.8	0.866
244	0	18.79	102.8	0.698
244	100	18.79	102.5	0.767
244	200	18.29	100.8	0.951
244	300	17.57	102.8	0.62
244	400	17.22	100	1.212
244	500	17.11	97.8	1.681
244	600	15.99	86.6	3.848
244	700	14.73	82	3.377
244	800	13.9	79.9	3.001
244	900	14.06	75.6	2.96
244	1000	15.47	70.7	3.218
244	1100	15.19	68.81	3.808
244	1200	15.84	65.08	3.836
244	1300	16.29	62.81	3.796
244	1400	16.08	60.47	3.281
244	1500	16.21	60.62	3.129
244	1600	16.01	58.74	3.47
244	1700	15.6	58.47	3.743
244	1800	14.77	60.38	2.475
244	1900	14.26	62.34	1.735
244	2000	13.28	68.03	1.245
244	2100	12.9	72	1.212
244	2200	12.66	74.5	1.592
244	2300	11.64	79.4	1.739
245	0	11.27	80.8	1.563
245	100	10.55	82.6	1.268
245	200	8.81	89.5	0.959
245	300	9.15	86.9	0.793
245	400	8.69	90.1	0.655
245	500	7.81	96.5	0.48
245	600	7.72	95.4	0.782
245	700	7.6	93.9	0.623
245	800	9.31	85.7	0.867
245	900	12.3	74.2	1.197
245	1000	14.21	67.03	1.446
245	1100	15.3	67.07	1.848
245	1200	16.6	62.6	1.826
245	1300	17.47	61.85	2.135
245	1400	18.17	57.59	2.165
245	1500	18.7	55.89	2.19
245	1600	19.18	52.23	2.179
245	1700	18.94	51.18	2.015
245	1800	18.74	51.28	1.661
245	1900	17.17	54.66	1.026
245	2000	14.26	67.15	0.713
245	2100	13.3	71.3	0.86
245	2200	11.96	79	1.399
245	2300	11.27	83.1	1.436
246	0	10.41	86.3	1.113
246	100	10.22	85.6	1.193
246	200	9.56	88.9	0.929
246	300	9.82	90.9	0.881
246	400	10.26	87.4	0.572
246	500	10.64	88.7	0.875
246	600	10.74	91.8	0.967
246	700	10.51	98.9	0.958
246	800	11.19	95	0.931
246	900	13.85	83.2	0.731
246	1000	16.09	78.3	0.985
246	1100	18.27	76.3	1.477
246	1200	20.44	67.99	1.86
246	1300	22.66	55.5	2.271
246	1400	21.91	60	1.806
246	1500	22.75	61.6	1.543
246	1600	23.05	58.89	1.486
246	1700	23.26	54.83	1.437
246	1800	21.44	67.63	0.726
246	1900	20.32	69.68	0.917
246	2000	18.39	78.2	0.881
246	2100	17.74	77.7	0.976
246	2200	16.58	83.3	0.525
246	2300	16.16	85.9	0.706
247	0	17.79	76.7	0.793
247	100	19.74	63.32	1.227
247	200	19	68.01	0.964
247	300	18.64	70.3	0.967
247	400	18.19	71.3	0.861
247	500	17.56	75.9	0.853
247	600	16.38	84	0.73
247	700	16.19	88	0.684
247	800	15.88	97.2	0.902
247	900	15.82	101.6	0.501
247	1000	16.23	101.7	0.482
247	1100	16.28	101.8	0.811
247	1200	16.44	101.6	0.738
247	1300	17.04	100.5	0.992
247	1400	19.12	94.2	1.107
247	1500	20.29	87.2	1.052
247	1600	20.11	86	1.255
247	1700	18.82	82.9	1.824
247	1800	18.93	77.1	2.319
247	1900	18.65	69.3	3.058
247	2000	17.39	66.86	2.336
247	2100	16.55	70.7	1.516
247	2200	16.36	69.37	1.344
247	2300	16.06	62.44	2.775
248	0	15.76	59.9	3.613
248	100	14.79	63.44	2.042
248	200	13.4	63.01	1.034
248	300	12.52	64.23	1.004
248	400	12.52	65.18	1.323
248	500	12.23	65.36	1.97
248	600	11.2	71.2	1.242
248	700	8.52	91.4	1.072
248	800	10.56	84.5	0.839
248	900	14.11	68.17	1.41
248	1000	15.88	60.44	1.011
248	1100	17.05	51.95	1.591
248	1200	17.92	50.87	1.765
248	1300	18.6	46.1	1.765
248	1400	19.56	44.76	2.458
