"cpmid","pub.id","proj","exper","field","plot","rep","plot.area","lat","long","country","topo","clay","silt","sand","oc","soil.type","soil.water","soil.water.v","soil.moist","soil.ph","soil.dens","crop.res","till","man.source","man.source.det","man.bed","man.con","man.trt1","man.trt2","man.stor","man.dm","man.vs","man.tkn","man.tan","man.tic","man.ua","man.vfa","man.ph","app.start","app.end","app.method","app.rate","app.rate.unit","incorp","time.incorp","man.area","dist.inj","furrow.z","furrow.w","crop","crop.z","crop.area","lai","notes.plot","row.in.file.plot","man.trt3","institute","sub.period","file","treat","meas.tech","meas.tech.det","app.start.orig","app.end.orig","cpid","ceid","flag.plot","submitter","tan.app","e.1","e.4","e.6","e.12","e.24","e.48","e.72","e.96","e.168","e.final","e.tot","e.cum.1","e.cum.4","e.cum.6","e.cum.12","e.cum.24","e.cum.48","e.cum.72","e.cum.96","e.cum.168","e.cum.final","e.cum.tot","e.rel.1","e.rel.4","e.rel.6","e.rel.12","e.rel.24","e.rel.48","e.rel.72","e.rel.96","e.rel.168","e.rel.final","e.rel.tot","rain.1","rain.4","rain.6","rain.12","rain.24","rain.48","rain.72","rain.96","rain.168","rain.final","rain.tot","air.temp.1","air.temp.4","air.temp.6","air.temp.12","air.temp.24","air.temp.48","air.temp.72","air.temp.96","air.temp.168","air.temp.mn","soil.temp.1","soil.temp.4","soil.temp.6","soil.temp.12","soil.temp.24","soil.temp.48","soil.temp.72","soil.temp.96","soil.temp.168","soil.temp.mn","soil.temp.surf.1","soil.temp.surf.4","soil.temp.surf.6","soil.temp.surf.12","soil.temp.surf.24","soil.temp.surf.48","soil.temp.surf.72","soil.temp.surf.96","soil.temp.surf.168","soil.temp.surf.mn","wind.1","wind.4","wind.6","wind.12","wind.24","wind.48","wind.72","wind.96","wind.168","wind.mn","wind.2m.1","wind.2m.4","wind.2m.6","wind.2m.12","wind.2m.24","wind.2m.48","wind.2m.72","wind.2m.96","wind.2m.168","wind.2m.mn","rad.1","rad.4","rad.6","rad.12","rad.24","rad.48","rad.72","rad.96","rad.168","rad.mn","rain.rate.1","rain.rate.4","rain.rate.6","rain.rate.12","rain.rate.24","rain.rate.48","rain.rate.72","rain.rate.96","rain.rate.168","rain.rate.mn","rh.1","rh.4","rh.6","rh.12","rh.24","rh.48","rh.72","rh.96","rh.168","rh.mn","first.row.in.file.int","last.row.in.file.int","n.ints","dt1","j.rel1","j.NH31","dt.min","dt.max","ct.min","ct.max","t.start.p","t.end.p","air.temp.z","soil.temp.z","wind.z","wind.loc","far.loc","pub.info","soil.type2","exper2","rep2","acid","meas.tech.orig","meas.tech2","crop.orig","app.method.orig","incorp.orig","man.source.orig","date.start","flag.int","soil.samp.z"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:4 PS-F.T:PS-F.R:1.R2:.T:2022-04-12 15:32:00.M:Wind tunnelNA",NA,"STABIL26","4","Foulumgård","4 PS-F","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.17",NA,NA,"5.96","1.29","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"22.3","92.8","2.73",0.71,NA,NA,NA,"8.31",2022-04-12 15:32:00,2022-04-18 09:55:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-04-12 15:32:07 UTC","2022-04-18 09:55:29 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:4 PS-F.T:PS-F.R:1.R2:.T:2022-04-12 15:32:00","D:1.I:AU.Pr:STABIL26.E:4","","Dela Pierre, Flavia",7.1,NA,1.24,1.48,1.81,2.19,2.99,3.21,3.34,NA,3.44,3.44,NA,1.24,1.48,1.81,2.19,2.99,3.21,3.34,NA,3.44,3.44,NA,0.174,0.209,0.255,0.309,0.421,0.452,0.471,NA,0.485,0.485,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.15,8.5,7.15,7.65,9.07,9.14,7.88,7.66,7.66,NA,5.3,5.37,5.38,5.3,5.5,6.35,6.29,6.45,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,144,72.2,131,148,75.8,105,137,137,NA,0,0,0,0,0,0,0,0,0,NA,46.8,50.1,55.5,63.6,64.4,79.9,80.2,76.8,76.8,2190,2250,68,1.73,0.0576,0.409,1.73,20.6,1.73,138,2022-04-12 15:32:00,2022-04-18 08:11:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-12,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:5 PS.T:PS.R:2.R2:.T:2022-04-12 15:40:00.M:Wind tunnelNA",NA,"STABIL26","4","Foulumgård","5 PS","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.17",NA,NA,"5.96","1.29","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"3.63","77.25","2.03",1.16,NA,NA,NA,"7.16",2022-04-12 15:40:00,2022-04-18 10:03:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-04-12 15:40:06 UTC","2022-04-18 10:03:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:5 PS.T:PS.R:2.R2:.T:2022-04-12 15:40:00","D:1.I:AU.Pr:STABIL26.E:4","","Dela Pierre, Flavia",34.8,NA,0.476,0.679,1.03,1.69,3.52,4.11,4.61,NA,5.73,5.73,NA,0.476,0.679,1.03,1.69,3.52,4.11,4.61,NA,5.73,5.73,NA,0.0137,0.0195,0.0296,0.0485,0.101,0.118,0.133,NA,0.165,0.165,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.15,8.5,7.13,7.68,9.09,9.13,7.87,7.72,7.72,NA,5.3,5.37,5.38,5.3,5.5,6.35,6.29,6.45,6.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,144,72.2,135,152,77.8,104,140,140,NA,0,0,0,0,0,0,0,0,0,NA,46.8,50.1,55.9,63.8,64.6,80,80.1,76.4,76.4,2250,2320,69,1.73,0.00265,0.0924,1.73,20.6,1.73,138,2022-04-12 15:40:00,2022-04-18 08:19:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-12,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:6 PS-F.T:PS-F.R:2.R2:.T:2022-04-12 15:56:00.M:Wind tunnelNA",NA,"STABIL26","4","Foulumgård","6 PS-F","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.17",NA,NA,"5.96","1.29","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"22.3","92.8","2.73",0.71,NA,NA,NA,"8.31",2022-04-12 15:56:00,2022-04-18 10:19:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-04-12 15:56:06 UTC","2022-04-18 10:19:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:6 PS-F.T:PS-F.R:2.R2:.T:2022-04-12 15:56:00","D:1.I:AU.Pr:STABIL26.E:4","","Dela Pierre, Flavia",7.1,NA,1.39,1.64,2.02,2.48,3.37,3.68,3.82,NA,3.97,3.97,NA,1.39,1.64,2.02,2.48,3.37,3.68,3.82,NA,3.97,3.97,NA,0.195,0.232,0.285,0.35,0.474,0.518,0.538,NA,0.559,0.559,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.7,8.2,7,7.87,8.97,9.57,8.19,7.96,7.96,NA,5.3,5.37,5.38,5.32,5.43,6.33,6.27,6.44,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,102,50.8,136,159,90.4,118,149,149,NA,0,0,0,0,0,0,0,0,0,NA,48.8,51.4,56.9,63.5,63.1,78.3,78.9,75.6,75.6,2320,2390,67,1.73,0.0673,0.478,1.73,22.3,1.73,138,2022-04-12 15:56:00,2022-04-18 08:35:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-12,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:8 PS-L.T:PS-L.R:2.R2:.T:2022-04-12 16:04:00.M:Wind tunnelNA",NA,"STABIL26","4","Foulumgård","8 PS-L","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.17",NA,NA,"5.96","1.29","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.38","69.77","1.9",1.01,NA,NA,NA,"7.36",2022-04-12 16:04:00,2022-04-18 10:27:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-04-12 16:04:06 UTC","2022-04-18 10:27:28 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:8 PS-L.T:PS-L.R:2.R2:.T:2022-04-12 16:04:00","D:1.I:AU.Pr:STABIL26.E:4","","Dela Pierre, Flavia",30.3,NA,0.0883,0.116,0.166,0.321,0.906,1.12,1.31,NA,1.69,1.69,NA,0.0883,0.116,0.166,0.321,0.906,1.12,1.31,NA,1.69,1.69,NA,0.00292,0.00381,0.00548,0.0106,0.0299,0.0368,0.0433,NA,0.0557,0.0557,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.7,7.93,6.87,7.81,8.96,9.56,8.18,7.88,7.88,NA,5.3,5.37,5.38,5.32,5.45,6.33,6.27,6.43,6.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,101,50.4,135,146,85.8,115,146,146,NA,0,0,0,0,0,0,0,0,0,NA,48.8,52.8,57.6,63.8,63.8,78.6,79,75.9,75.9,2390,2460,67,1.73,0.000787,0.0239,1.73,22.3,1.73,138,2022-04-12 16:04:00,2022-04-18 08:43:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-12,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:9 PS-L.T:PS-L.R:3.R2:.T:2022-04-12 16:12:00.M:Wind tunnelNA",NA,"STABIL26","4","Foulumgård","9 PS-L","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.17",NA,NA,"5.96","1.29","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.38","69.77","1.9",1.01,NA,NA,NA,"7.36",2022-04-12 16:12:00,2022-04-18 10:35:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-04-12 16:12:06 UTC","2022-04-18 10:35:27 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:4.F:Foulumgård.P:9 PS-L.T:PS-L.R:3.R2:.T:2022-04-12 16:12:00","D:1.I:AU.Pr:STABIL26.E:4","","Dela Pierre, Flavia",30.3,NA,0.102,0.135,0.208,0.383,0.864,1.05,1.22,NA,1.48,1.48,NA,0.102,0.135,0.208,0.383,0.864,1.05,1.22,NA,1.48,1.48,NA,0.00337,0.00446,0.00688,0.0126,0.0285,0.0348,0.0403,NA,0.0487,0.0487,NA,0,0,0,0,0,0,0,NA,0,0,NA,8.7,7.93,6.87,7.86,9.01,9.57,8.25,7.96,7.96,NA,5.3,5.37,5.38,5.32,5.45,6.33,6.28,6.44,6.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,151,101,50.4,142,152,86.9,117,147,147,NA,0,0,0,0,0,0,0,0,0,NA,48.8,52.8,57.6,63.9,63.9,78.6,79,75.7,75.7,2460,2520,67,1.73,0.000897,0.0272,1.73,22.3,1.73,138,2022-04-12 16:12:00,2022-04-18 08:51:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-12,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:1 PS-F.T:PS-F.R:1.R2:.T:2022-04-26 16:05:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","1 PS-F","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"21.84","92.58","2.89",1.28,NA,NA,NA,"8.18",2022-04-26 16:05:00,2022-05-02 09:50:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-04-26 16:05:31 UTC","2022-05-02 09:50:55 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:1 PS-F.T:PS-F.R:1.R2:.T:2022-04-26 16:05:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",12.8,NA,1.8,2.05,2.27,2.57,2.72,2.83,2.86,NA,2.89,2.89,NA,1.8,2.05,2.27,2.57,2.72,2.83,2.86,NA,2.89,2.89,NA,0.141,0.161,0.178,0.201,0.212,0.221,0.223,NA,0.225,0.225,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,9.67,7.5,7.71,7.44,8.94,8.55,8.51,8.51,NA,9.05,9.1,8.98,8.38,8.31,7.99,8.04,8.31,8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,171,85.5,184,163,383,346,290,290,NA,0,0,0,0,0,0,0,0,0,NA,62.9,69,80.1,79,76.4,68.2,69.9,71.4,71.4,2520,2590,66,1.73,0.0536,0.686,1.73,25.1,1.73,138,2022-04-26 16:05:00,2022-05-02 08:06:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:10 PS-L.T:PS-L.R:3.R2:.T:2022-04-26 17:17:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","10 PS-L","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"liquid","Mechanical separation",NA,NA,"2.36","77.13","2.13",1.12,NA,NA,NA,"7.66",2022-04-26 17:17:00,2022-05-02 11:02:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-L","Wind tunnel",NA,"2022-04-26 17:17:28 UTC","2022-05-02 11:02:53 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:10 PS-L.T:PS-L.R:3.R2:.T:2022-04-26 17:17:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",33.6,NA,0.558,0.673,0.819,1.3,1.98,2.98,3.29,NA,3.65,3.65,NA,0.558,0.673,0.819,1.3,1.98,2.98,3.29,NA,3.65,3.65,NA,0.0166,0.02,0.0244,0.0388,0.0589,0.0887,0.0978,NA,0.109,0.109,NA,0,0,0,0,0,0,0,NA,0,0,NA,10,8.9,6.85,7.85,7.44,9.45,8.97,8.83,8.83,NA,9.15,9.13,8.92,8.35,8.27,8.05,8.08,8.33,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152,101,50.6,186,164,406,367,304,304,NA,0,0,0,0,0,0,0,0,0,NA,67.4,74.4,83.9,77.9,76.8,65.6,67.6,69.7,69.7,2590,2660,66,1.73,0.00555,0.186,1.73,25.1,1.73,138,2022-04-26 17:17:00,2022-05-02 09:18:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:12 PS.T:PS.R:3.R2:.T:2022-04-26 17:33:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","12 PS","3",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"3.66","68.84","2.07",1.14,NA,NA,NA,"7.86",2022-04-26 17:33:00,2022-05-02 11:18:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-04-26 17:33:28 UTC","2022-05-02 11:18:52 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:12 PS.T:PS.R:3.R2:.T:2022-04-26 17:33:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",34.2,NA,1.47,1.86,2.37,3.62,4.97,6.68,7.25,NA,7.94,7.94,NA,1.47,1.86,2.37,3.62,4.97,6.68,7.25,NA,7.94,7.94,NA,0.0431,0.0545,0.0694,0.106,0.145,0.195,0.212,NA,0.232,0.232,NA,0,0,0,0,0,0,0,NA,0,0,NA,9.7,8.7,6.65,7.83,7.42,9.43,8.97,8.8,8.8,NA,9.2,9.17,8.92,8.35,8.26,8.05,8.08,8.33,8.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.5,51.7,25.9,180,166,404,365,304,304,NA,0,0,0,0,0,0,0,0,0,NA,67.9,74.7,84.2,77.7,76.1,65.2,67.4,69.7,69.7,2660,2720,66,1.73,0.0116,0.395,1.73,25.1,1.73,138,2022-04-26 17:33:00,2022-05-02 09:34:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:2 PS.T:PS.R:1.R2:.T:2022-04-26 16:13:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","2 PS","1",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"slurry","None",NA,NA,"3.66","68.84","2.07",1.14,NA,NA,NA,"7.86",2022-04-26 16:13:00,2022-05-02 09:58:00,"bsth",30,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS","Wind tunnel",NA,"2022-04-26 16:13:30 UTC","2022-05-02 09:58:55 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:2 PS.T:PS.R:1.R2:.T:2022-04-26 16:13:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",34.2,NA,1.11,1.5,1.9,2.68,3.65,5.01,5.39,NA,5.82,5.82,NA,1.11,1.5,1.9,2.68,3.65,5.01,5.39,NA,5.82,5.82,NA,0.0325,0.0437,0.0555,0.0785,0.107,0.146,0.158,NA,0.17,0.17,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,9.67,7.5,7.77,7.48,8.96,8.52,8.52,8.52,NA,9.05,9.1,8.98,8.37,8.3,7.99,8.03,8.3,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,171,85.5,169,158,380,343,290,290,NA,0,0,0,0,0,0,0,0,0,NA,62.9,69,80.1,78.4,76.1,68,69.9,71.4,71.4,2720,2790,66,1.73,0.00834,0.285,1.73,25.1,1.73,138,2022-04-26 16:13:00,2022-05-02 08:14:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
"D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:4 PS-F.T:PS-F.R:2.R2:.T:2022-04-26 16:29:00.M:Wind tunnelNA",NA,"STABIL26","5","Foulumgård","4 PS-F","2",0.2,56.5,9.56,"DK","flat",9,24,65,NA,NA,"0.15",NA,NA,"5.79","1.15","No",NA,"pig","finisher pigs, piglets or a mixture of the two",NA,"solid","Mechanical separation",NA,NA,"21.84","92.58","2.89",1.28,NA,NA,NA,"8.18",2022-04-26 16:29:00,2022-05-02 10:14:00,"bsth",10,"t/ha",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,"AU",3,"../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx","PS-F","Wind tunnel",NA,"2022-04-26 16:29:30 UTC","2022-05-02 10:14:54 UTC","D:1.I:AU.Pr:STABIL26.F:../../data-submitted/03/AU/ALFAM2_template_8.3_Stabil26_FDP_13_Jan.xlsx.E:5.F:Foulumgård.P:4 PS-F.T:PS-F.R:2.R2:.T:2022-04-26 16:29:00","D:1.I:AU.Pr:STABIL26.E:5","","Dela Pierre, Flavia",12.8,NA,1.51,1.71,1.86,2.13,2.28,2.51,2.61,NA,2.72,2.72,NA,1.51,1.71,1.86,2.13,2.28,2.51,2.61,NA,2.72,2.72,NA,0.118,0.133,0.145,0.166,0.178,0.196,0.204,NA,0.212,0.212,NA,0,0,0,0,0,0,0,NA,0,0,NA,10.8,9.67,7.4,7.77,7.52,8.98,8.57,8.56,8.56,NA,9.05,9.1,8.97,8.36,8.29,7.99,8.03,8.29,8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,171,85.5,172,166,383,348,291,291,NA,0,0,0,0,0,0,0,0,0,NA,62.9,69,80.2,78.1,76.3,68,69.8,71.3,71.3,2790,2850,66,1.73,0.0453,0.58,1.73,25.1,1.73,138,2022-04-26 16:29:00,2022-05-02 08:30:00,2,"0.1",2,NA,NA,NA,NA,NA,NA,FALSE,"Wind tunnel","wt",NA,"Band spread or trailing hose",NA,"Pig",2022-04-26,"","0-5"
